"","GeneId","Descripcion","Ctrl0hr","Ctrl1hr","Encyst1hr","Ctrl4hr","Encyst4hr","Ctrl8hr","Encyst8hr"
"ACA1_045060","ACA1_045060","MYND finger domain containing protein",47.41,45.04,14.57,49.49,28.94,46.45,35.57
"ACA1_045200","ACA1_045200","porphobilinogen deaminase",73.21,69.9,20.11,64.61,22.57,61.61,27.04
"ACA1_045310","ACA1_045310","Ras GTPase rap1b, putative",1320.38,2138.94,1402.3,1279.38,1352.21,1359.14,1424.96
"ACA1_045370","ACA1_045370","transmembrane protein, putative",70.89,67.76,50.57,53.85,68.45,60.59,101.05
"ACA1_045410","ACA1_045410","acetyltransferase, putative",169.96,154.58,17.45,174.33,19.41,144.21,21.73
"ACA1_045420","ACA1_045420","carrier superfamily protein",43.99,42.82,41.38,41.29,75.67,42.84,97.59
"ACA1_045440","ACA1_045440","ABC2 type transporter, putative",157.11,163.89,60.24,162.67,110.44,165.57,104.09
"ACA1_045450","ACA1_045450","hypothetical protein",319.23,319.39,105.14,302.22,212.53,283.43,199.06
"ACA1_045640","ACA1_045640","hypothetical protein",51.44,44.93,53.44,39.07,55.02,39.74,51.79
"ACA1_046050","ACA1_046050","LIM domain containing protein",349.34,645.27,125.1,273.43,61.78,307.44,41.47
"ACA1_046150","ACA1_046150","cactin, putative",51.88,44.42,36.88,49.55,33.05,46.81,36.81
"ACA1_046430","ACA1_046430","ribosomal protein L20, putative",241.08,224.64,34.52,217.85,45.98,185.17,80.86
"ACA1_046470","ACA1_046470","phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP",347.66,374.91,75.89,332.41,6.17,318.29,8.1
"ACA1_046490","ACA1_046490","iodothyronine deiodinase",46.84,54.76,104.68,32,42.45,40.98,41.74
"ACA1_046590","ACA1_046590","enoylCoA hydratase/isomerase, putative",48.72,41.72,70.7,37.4,99.77,37.38,123
"ACA1_046680","ACA1_046680","hypothetical protein",146.34,152.63,57.12,157.78,51.09,146.61,65.13
"ACA1_046700","ACA1_046700","translocase of inner mitochondrial membrane 17, putative",147.76,184.09,23.14,166.73,59.38,151.31,110.88
"ACA1_047650","ACA1_047650","hypothetical protein",114.43,119.69,86.56,68.27,110.24,91.1,94.93
"ACA1_048050","ACA1_048050","hypothetical protein",1923.49,1925.61,1205.4,1928.83,1048.71,2047.96,897.08
"ACA1_048110","ACA1_048110","serine carboxypeptidase s28 protein",84.8,91.26,44.99,105.64,56.08,152.03,67.31
"ACA1_048170","ACA1_048170","hydroxymethylglutarylCoA synthase",541.52,223.22,40.11,627.18,7.51,573.21,9.4
"ACA1_048200","ACA1_048200","proteasome endopeptidase subunit, putative",271.44,298.54,1052.9,242.14,401.69,266.98,278.13
"ACA1_048210","ACA1_048210","ribosomal protein S5, putative",7909.69,8166.26,7113.98,7965.78,5572.57,7871.54,5448.2
"ACA1_048220","ACA1_048220","hypothetical protein",79.72,78.35,87.28,76.21,91.83,92.17,90.04
"ACA1_048250","ACA1_048250","RhoGAP domain containing protein",68.24,62.23,137.32,62.32,105.4,70.58,82.45
"ACA1_048400","ACA1_048400","rieske [2fe2s] domain containing protein",45.04,51.66,97.21,88.85,79.77,132.47,82.48
"ACA1_048410","ACA1_048410","AcylCoA oxidase",42.45,57.63,26.89,45.28,31.27,45.63,40.39
"ACA1_048490","ACA1_048490","alphaCOP, putative",45.48,43.49,72.75,52.85,61.51,62.65,66.57
"ACA1_048530","ACA1_048530","copper/zinc superoxide dismutase",1080.38,1054.61,1673.59,933,2025.67,827.9,2291.47
"ACA1_048560","ACA1_048560","glutaredoxin, putative",47.23,46.89,28.84,44.22,29.99,37.8,36.31
"ACA1_048650","ACA1_048650","Hsp40, putative",117.14,116.02,101.36,113.61,90.6,105.48,86.16
"ACA1_048860","ACA1_048860","transmembrane amino acid transporter protein",99.24,82.11,73.1,75.5,71.44,69.42,72.14
"ACA1_048880","ACA1_048880","LIM domain containing protein",42.5,26.71,3.44,43.46,24.22,45.97,18.2
"ACA1_049320","ACA1_049320","NADH dehydrogenase, putative",159.08,156.29,82.95,148.81,63.96,126.82,53.29
"ACA1_049990","ACA1_049990","aldehyde dehydrogenase (NAD) family superfamily protein",66.19,63.54,114.05,74.86,113.04,71.66,134.92
"ACA1_050180","ACA1_050180","oxidoreductase, aldo/keto reductase, putative",195.1,156.56,24.23,182.94,6.48,161.97,4.61
"ACA1_050350","ACA1_050350","major facilitator family transporter, putative",50.15,30.08,105.47,40.35,96.07,38.65,114.14
"ACA1_050360","ACA1_050360","2,3bisphosphoglycerate-independent phosphoglycerate mutase-like protein",73.69,56.2,82.23,74.73,73.49,76.58,71.21
"ACA1_050450","ACA1_050450","LIM domain containing protein",47.66,52.99,54.3,40.27,36.74,35.53,31.57
"ACA1_050510","ACA1_050510","thioesterase family protein",56.82,66.17,155.69,55.9,160.81,62.72,209.07
"ACA1_050870","ACA1_050870","RNA recognition motif domain containing protein",126.11,111.27,41.81,112.71,54.54,91.95,68.17
"ACA1_051490","ACA1_051490","Cysteine proteinase 5, putative",71.96,49.39,27.48,46.02,331.66,86.55,426.22
"ACA1_051550","ACA1_051550","phenylalanine hydroxylase",98.33,86.91,208.58,108.67,232.95,118.67,272.86
"ACA1_051690","ACA1_051690","methionineR-sulfoxide reductase",119.76,122.26,42.43,127.18,35.05,128.96,33.71
"ACA1_051820","ACA1_051820","ubiquitin family protein",751.05,709.53,1185.41,677.04,1521.21,680.81,1388.74
"ACA1_051830","ACA1_051830","mitotic spindle checkpoint protein MAD2, putative",232.11,97.49,12.3,242.81,11.68,173.72,17.69
"ACA1_051850","ACA1_051850","translation elongation factor Tu, putative",764.71,865.12,141.31,924.75,79.65,877.97,99.32
"ACA1_051870","ACA1_051870","serine/threonine kinase 24, putative",94.16,99.51,111.04,90.18,102.11,90.59,99.89
"ACA1_051880","ACA1_051880","autophagy protein 8 (ATG8), putative",180.95,162.64,557.41,165.68,593.87,199.05,666.35
"ACA1_052250","ACA1_052250","acetylCoA carboxylase, biotin carboxylase subunit, putative",53.86,45.64,34.2,55.17,56.51,47.76,53.8
"ACA1_052590","ACA1_052590","PeptidyltRNA hydrolase PTH2 domain containing protein",46.62,37.87,68.6,39.63,88.16,38.48,105.69
"ACA1_052610","ACA1_052610","hypothetical protein",105.75,79.03,218.96,89.82,190.39,83.78,133.38
"ACA1_052660","ACA1_052660","hypothetical protein",90.48,99.43,172.72,81.8,210.13,95.37,219.58
"ACA1_052710","ACA1_052710","PAP2 superfamily domain containing protein",45.28,52.68,52.89,54.87,36.52,52.24,37.86
"ACA1_052840","ACA1_052840","lipoprotein, putative",90.46,43.89,90.18,62.05,230.05,75.56,178.1
"ACA1_052880","ACA1_052880","hypothetical protein",52.93,27.78,1.01,179.09,0.05,106.72,0.16
"ACA1_053240","ACA1_053240","phosphoglycerate kinase",655.56,619.94,678.27,664.72,370.73,692.1,278.72
"ACA1_053260","ACA1_053260","DCN1 family protein 4, putative",55.35,58.89,124.47,53.06,155.89,52.32,177.63
"ACA1_053290","ACA1_053290","Vtype ATPase, C subunit",935.79,896.93,268.81,1019.02,723.75,1085.29,948.68
"ACA1_053300","ACA1_053300","prolyl oligopeptidase",68.39,85.28,320.9,64.64,120.04,74.29,87.39
"ACA1_053340","ACA1_053340","cytoplasmic dynein 1 light intermediate chain 1, putative",56.79,49.05,52.47,53.77,52.89,52.28,55.96
"ACA1_053400","ACA1_053400","START domain containing protein",116.75,116.04,101.54,123.21,112.34,134.54,93.92
"ACA1_053440","ACA1_053440","EF hand domain containing protein",74.11,67.44,189.07,60.48,295.75,63.47,351.88
"ACA1_053600","ACA1_053600","decarboxylase, putative",91.42,113.34,22.43,93.05,8.69,85.02,14.65
"ACA1_053610","ACA1_053610","RNA 3'terminal phosphate cyclase",48.64,63.04,4.85,42.56,1.33,38.45,2.05
"ACA1_053630","ACA1_053630","protein ciao1, putative",41.01,33.29,21.7,34,23.04,29.64,23.68
"ACA1_053670","ACA1_053670","CYP, putative",39.91,36.75,46.12,44.74,26.43,43.46,26.92
"ACA1_053870","ACA1_053870","Peroxisomal biogenesis factor 13, putative",43.83,43.49,56.31,42.55,69.14,40.01,86.72
"ACA1_053880","ACA1_053880","cysteine desulfurase IscS, putative",94.65,99.41,64.09,114.55,62.19,112.73,73.97
"ACA1_053890","ACA1_053890","aconitate hydratase, mitochondrial, putative",48.4,50.33,34.16,61.36,26.42,68.62,28.94
"ACA1_053930","ACA1_053930","hypothetical protein",169.63,199.58,19.76,180.8,23.42,174.3,31.35
"ACA1_053950","ACA1_053950","hydrolase, NUDIX domain containing protein",44.61,48.04,15.73,36.37,13.76,30.19,15.39
"ACA1_053960","ACA1_053960","Peroxisomal biogenesis factor 11a, putative, glycosomal membrane protein",130.52,130.59,74.9,116.8,96.17,115.73,126.33
"ACA1_054070","ACA1_054070","copii-coated vesicle membrane protein P24, putative",129.49,110.41,182.21,110.83,157.82,101.82,162.37
"ACA1_054140","ACA1_054140","protozoan/cyanobacterial globin family subfamily protein",73.5,232.18,5.67,515.86,6.65,688.61,8.31
"ACA1_054150","ACA1_054150","prolyl 4hydroxylase, alpha subunit",61.79,66.92,81.26,46.38,142.76,56,160.24
"ACA1_054170","ACA1_054170","MIP2A, putative",44.96,38.98,65.55,34.9,52.45,30.5,44.83
"ACA1_054190","ACA1_054190","Rasrelated protein ralB-B, putative",246.98,227.92,280.26,201.59,314.42,197.32,244.45
"ACA1_054200","ACA1_054200","Sadenosyl-L-homocysteine hydrolase, putative",2052.99,2277.69,1065.98,2442.93,449.65,2282.34,369.14
"ACA1_054220","ACA1_054220","MHCK/EF2 kinase domain containing protein",48.1,27.62,61.86,40.04,56.12,53.39,36.6
"ACA1_054230","ACA1_054230","CDPalcohol phosphatidyltransferase superfamily protein",57.07,49.98,63.37,49.08,53.41,55.65,61.75
"ACA1_054330","ACA1_054330","hbxip, putative",199.18,184.33,178.44,171.3,187.05,149.65,193.81
"ACA1_054340","ACA1_054340","Eukaryotic initiation factor 4A, putative",1771.99,1866.31,169.43,1672.74,140.08,1641.09,100.86
"ACA1_054350","ACA1_054350","hypothetical protein",64.35,57.77,5.9,56.1,24.45,47.17,48.51
"ACA1_054360","ACA1_054360","mannose6-phosphate isomerase, class I",48.03,48.21,58.42,39.46,80.43,40.08,93.8
"ACA1_054460","ACA1_054460","cytochrome b-like heme/steroid binding domain containing protein",75.59,79.33,24.1,80.5,31.1,117.15,33.33
"ACA1_054570","ACA1_054570","protein kinase domain containing protein",66.59,78.51,112.31,66.99,101.41,76.64,87.81
"ACA1_054700","ACA1_054700","Ras subfamily protein",54.88,53.24,215.09,46.32,196.34,46.24,206.42
"ACA1_054740","ACA1_054740","hypothetical protein",56.08,47.3,38.5,50.2,51.96,47.81,61.2
"ACA1_054750","ACA1_054750","Olinked GlcNAc transferase-like protein",54.69,49.54,23.48,48.42,23.65,47.56,26.94
"ACA1_054760","ACA1_054760","Ras family protein",76.12,46.31,47.07,53.4,90.64,51.75,102.61
"ACA1_054900","ACA1_054900","hypothetical protein",143.22,141.58,16.31,111.33,24.5,97.54,32.53
"ACA1_054920","ACA1_054920","aldehyde reductase",64.79,69.7,32.03,58.59,22.75,57.4,16.4
"ACA1_054930","ACA1_054930","zinc finger, zz type domain containing protein",41.45,39.26,112.38,37.47,80.37,40.01,68.2
"ACA1_054940","ACA1_054940","histone h3, putative",703.98,475.11,250.81,768.63,271.89,627.53,332.02
"ACA1_055050","ACA1_055050","SH3 domain containing protein",158.77,161.6,232.76,148.04,230.3,146.84,172.84
"ACA1_055510","ACA1_055510","Lsorbosone dehydrogenase",43.25,38.37,29.31,29.53,32.35,28.31,25.39
"ACA1_055520","ACA1_055520","nucleoporin, putative",47.62,39.15,26.24,47.84,27.11,42.88,32.47
"ACA1_055650","ACA1_055650","lipoyl synthase",47.38,38.34,21.47,51.32,21.85,51.29,31.02
"ACA1_056090","ACA1_056090","hypothetical protein",351.15,317.2,98.64,301.63,93.4,289.57,224.45
"ACA1_057180","ACA1_057180","Nucleosome assembly protein (NAP), putative",753.69,776.9,13.48,777.49,8.97,617.46,9.93
"ACA1_057250","ACA1_057250","unspecified product",94.18,116.28,67.46,92.59,29.3,101.67,24
"ACA1_057490","ACA1_057490","zinc carboxypeptidase superfamily protein",62.65,53.1,29.34,55.84,45.6,51.65,49.23
"ACA1_057500","ACA1_057500","hypothetical protein",97.01,34.09,4.05,95.2,1,73.01,1.13
"ACA1_057530","ACA1_057530","phosphatase, putative",100.16,82.14,112.91,89.06,160.59,83.78,125.81
"ACA1_057790","ACA1_057790","proteasome subunit protein, putative",280.55,309.63,967.45,224.57,410.91,247.07,288.79
"ACA1_057800","ACA1_057800","bZIP transcription factor domain containing protein",48.78,56.87,27.5,63.77,51.67,63,56.63
"ACA1_057940","ACA1_057940","lysosomal alphamannosidase",61.41,49.21,102.48,61.05,89.43,75.5,64.32
"ACA1_058020","ACA1_058020","C4methyl sterol oxidase",82.54,86.35,28.07,98.31,40.71,119.77,50.34
"ACA1_058090","ACA1_058090","zinc finger domain containing protein",44.05,43.78,62.67,47.01,56.69,45.72,57.52
"ACA1_058120","ACA1_058120","hypothetical protein",41.22,42.49,24.72,28.47,18.19,34.92,10.8
"ACA1_058130","ACA1_058130","hypothetical protein",157.24,142.83,111.79,106.02,168.85,103.34,145
"ACA1_058310","ACA1_058310","hypothetical protein",139.56,172.68,606.8,69.96,1151.8,100.62,1459.57
"ACA1_058390","ACA1_058390","hypothetical protein",88.94,98.12,19.78,90.3,28.44,91.64,19.95
"ACA1_058590","ACA1_058590","copine VIII, putative",74.05,81.59,85.19,88.56,76.61,104.91,69.75
"ACA1_058700","ACA1_058700","hypothetical protein",40.6,39.32,42.58,43,39.83,41.55,39.21
"ACA1_058710","ACA1_058710","Sphase kinase-associated protein, putative",1552.39,1642.37,2770.57,1674.07,3521.22,1844.06,3816.61
"ACA1_058720","ACA1_058720","hypothetical protein",82.91,74.56,95.96,78.58,127.84,78.9,109.8
"ACA1_058740","ACA1_058740","ATPcitrate synthase",313.34,268.68,41.08,365.58,5.97,383.9,4.57
"ACA1_058760","ACA1_058760","coproporphyrinogen III oxidase, aerobic, putative",89.81,89.1,108.19,167.42,153.54,210.53,148.02
"ACA1_058770","ACA1_058770","ribosomal L15, putative",3043.27,3139.84,2607.14,3319.2,1858.85,3208.75,1731.56
"ACA1_058790","ACA1_058790","GDPassociated inhibitor, putative",488.6,454.3,1022.93,462.25,872.63,469.79,777.77
"ACA1_058800","ACA1_058800","mitochondrial 2oxodicarboxylate carrier 1, putative",177.49,176.18,203.54,177.01,179.25,176.16,162.23
"ACA1_058810","ACA1_058810","Inositol3-phosphate synthase",75.94,77.07,3.22,82.57,12.18,93.77,16.71
"ACA1_058820","ACA1_058820","cytochrome b-like heme/steroid binding domain containing protein",125.9,126.83,66.54,128.74,57.35,129.62,54.37
"ACA1_058830","ACA1_058830","hypothetical protein",85.28,91.45,53.75,74.19,41.71,73.42,35.34
"ACA1_058850","ACA1_058850","chaperone protein DnaK, putative",97.55,183.42,5.95,205.37,11.11,220.99,14.92
"ACA1_058860","ACA1_058860","ribosomal protein L15, putative",137.26,130.87,23.49,135.02,33.25,122.89,45.76
"ACA1_058890","ACA1_058890","Signal transducer and activator of transcription STAT family protein",58.5,64.25,55.82,70.14,81.92,77.49,100.05
"ACA1_059460","ACA1_059460","ribosomal protein L13e, putative",2950.13,2951.23,2547.34,3002.08,2193.73,2653.99,2097.35
"ACA1_059490","ACA1_059490","saposin B domain containing protein",189.2,198.4,86.6,248.54,148.56,237.92,154.06
"ACA1_059530","ACA1_059530","hypothetical protein",100.53,85.34,54.68,89.05,156.01,91.49,235.1
"ACA1_059540","ACA1_059540","peptidase D, putative",191.7,180.73,413.12,211.75,699.76,159.11,863.52
"ACA1_059610","ACA1_059610","hypothetical protein",39.41,53.37,39.38,47.08,6.9,48.87,7.39
"ACA1_059740","ACA1_059740","Tcomplex protein 1, eta subunit",142.55,146.81,49.1,156.17,79.42,165.37,108.48
"ACA1_059840","ACA1_059840","phosphoenolpyruvate carboxylase",40.52,50.41,17.87,40.94,4.71,43.12,3.6
"ACA1_059850","ACA1_059850","hypothetical protein",48.64,51.86,72.3,47.1,102.49,47.46,111.36
"ACA1_060000","ACA1_060000","hypothetical protein",58.41,52.97,19.88,49.27,29.15,39.27,29.75
"ACA1_060010","ACA1_060010","MIR domain containing protein",78.08,88.24,72.15,70.34,64.1,64.61,82.45
"ACA1_060190","ACA1_060190","Transmembrane protein, putative",58.19,50.38,20.64,50.8,22.53,45.43,21.02
"ACA1_060210","ACA1_060210","ankyrin 2,3/unc44, putative",48.75,63.88,70.92,19.42,52.8,28.54,47.44
"ACA1_060250","ACA1_060250","carbonate dehydratase, putative",72.08,79.78,44.68,73.49,50.95,79.82,43.2
"ACA1_060510","ACA1_060510","Mut protein",132.02,125.92,155.61,136.48,114.4,149.03,88.31
"ACA1_060560","ACA1_060560","membrane protein",122.72,85.82,82.6,103.62,100.75,72.36,72.92
"ACA1_060570","ACA1_060570","hypothetical protein",40.64,20.1,9.63,42.08,9.18,22.24,11.55
"ACA1_060600","ACA1_060600","hypothetical protein",230.46,210.42,53.52,218.71,57.52,188.61,48.28
"ACA1_060630","ACA1_060630","4Fe4S ferredoxin iron-sulfur binding domain containing protein",157.42,136.52,115.52,159.01,82.06,159.58,87.53
"ACA1_060700","ACA1_060700","hypothetical protein",207.2,64.93,281.2,161.51,693.72,212.98,447.34
"ACA1_060880","ACA1_060880","polyubiquitin, putative",318.08,247.72,677.65,246.36,524.86,298.65,516.89
"ACA1_061010","ACA1_061010","Tim10/DDP family zinc finger superfamily protein",116.3,125.25,27.09,112.06,30.31,103.27,31.81
"ACA1_061080","ACA1_061080","small GTPbinding protein",95.01,107.41,57.15,115.18,64.93,123.71,64.28
"ACA1_061110","ACA1_061110","hypothetical protein",44.54,40.08,25.9,40.66,31.98,40.24,40.26
"ACA1_061250","ACA1_061250","parvulintype peptidyl-prolyl cis/trans isomerase",46.89,39.88,54.46,42.57,53.09,38.33,53.45
"ACA1_061310","ACA1_061310","hypothetical protein",61.09,73.45,84.37,64.2,82.83,61.23,89.54
"ACA1_061330","ACA1_061330","Alphagalactosidase",64.24,60.98,45.63,63.83,37.75,70.2,34.08
"ACA1_061470","ACA1_061470","TolA, putative",53.37,48.78,91.79,45.04,70.56,40.53,63.3
"ACA1_061520","ACA1_061520","small nuclear ribonucleoprotein e, putative",395.51,354.45,291.92,342.78,267.79,277.24,256.15
"ACA1_061530","ACA1_061530","ribosomal protein L10, putative",2785.71,2923.51,2064.88,2812.57,1360.29,2772.24,1220.12
"ACA1_061650","ACA1_061650","homoaconitase, mitochondrial precursor, putative",43.98,40.45,10.29,41,14.27,39.23,16.15
"ACA1_061660","ACA1_061660","ribosomal L5P family Cterminus, putative",4900.02,5020.27,2768.98,4669.24,2212.44,4335.88,1745.02
"ACA1_061690","ACA1_061690","3' exoribonuclease family, domain 1 domain containing protein",52.36,49.1,6.62,38.03,8.85,33.35,12.55
"ACA1_061750","ACA1_061750","ribosomal protein S26e, putative",4393.15,4486.66,4380.28,4291.08,3760.76,4116.39,3372.17
"ACA1_061760","ACA1_061760","Serine protease precursor, putative",100.07,98.78,78.12,110.42,63.79,116.01,49.98
"ACA1_061870","ACA1_061870","shikimate kinase",44.85,48.82,47.24,38.93,47.06,37.39,59
"ACA1_061880","ACA1_061880","cytidylate kinase",227.89,249.27,346.4,225.46,484.53,221.2,606.93
"ACA1_061910","ACA1_061910","ribosomal protein S18, putative",146.68,141.66,32.74,149.34,38.22,141.76,45.87
"ACA1_061920","ACA1_061920","Rad23, putative",77.09,75.84,165.11,73.36,70.93,80.55,59.7
"ACA1_061940","ACA1_061940","isochorismatase family superfamily protein",52.48,42.45,30.24,43.45,49.19,45.56,41.24
"ACA1_061950","ACA1_061950","steroid isomerase",146.2,139.68,21.6,170.91,51.27,172.3,41.31
"ACA1_062110","ACA1_062110","endoribonuclease LPSP",52.39,50.95,47.52,42.84,73.96,40.39,78.88
"ACA1_062140","ACA1_062140","hypothetical protein",59.79,65.42,41.44,59.14,35.64,59.66,44.52
"ACA1_062150","ACA1_062150","Nacylsphingosine amidohydrolase, putative",66.75,62.63,24.69,78.23,58.89,75.59,53.91
"ACA1_062300","ACA1_062300","transmembrane protein 93, putative",85.38,77.79,34.12,66.32,37.91,56.55,41.61
"ACA1_062350","ACA1_062350","glia maturation factor family protein",135.24,114.89,208.36,119.33,222.01,142.17,159.51
"ACA1_062470","ACA1_062470","Nacyl phosphatidylethanolamine phospholipase D",40.78,40.4,21.94,35.04,24.99,33.06,26.69
"ACA1_062480","ACA1_062480","aspartate-tRNA ligase",119.93,124.1,133.46,127.14,108.11,150.91,108.69
"ACA1_062560","ACA1_062560","arginine-tRNA ligase",146.76,144.53,20.1,141.41,23.65,147.06,20.35
"ACA1_062570","ACA1_062570","zinc finger, c2h2 type domain containing protein",47.68,43.39,59.15,50.42,52.61,49.19,51.31
"ACA1_062600","ACA1_062600","Ctype lysozyme/alpha-lactalbumin superfamily protein",150.35,79.62,66.63,143.63,318.71,146.07,201.99
"ACA1_062820","ACA1_062820","hypothetical protein",47.61,58.36,41.02,59.28,16.98,61.8,19.97
"ACA1_063060","ACA1_063060","Ras family GTP-binding protein YPT1",179.07,185.48,1246.08,159.63,1080.61,186.92,1254.89
"ACA1_063120","ACA1_063120","hydroxymethylglutaryl CoA reductase",77.79,69.42,5.96,93.45,7.1,92.95,8.19
"ACA1_063150","ACA1_063150","transporter, major facilitator family protein",141.71,164.83,7.58,127.88,4.83,142.24,6.06
"ACA1_063170","ACA1_063170","hypothetical protein",55.56,54.62,88.37,42.45,78.33,38.47,77.95
"ACA1_063190","ACA1_063190","START domain containing protein",204.89,202.86,168.57,205.64,151.08,199.02,157.03
"ACA1_063280","ACA1_063280","hypothetical protein",204.28,176.41,16.32,236.65,17.76,179.5,19.93
