"","GeneId","Descripcion","Ctrl0hr","Encyst1hr","Encyst4hr","Encyst8hr"
"ACA1_053400","ACA1_053400","START domain containing protein",116.75,101.54,112.34,93.92
"ACA1_053440","ACA1_053440","EF hand domain containing protein",74.11,189.07,295.75,351.88
"ACA1_053600","ACA1_053600","decarboxylase, putative",91.42,22.43,8.69,14.65
"ACA1_053610","ACA1_053610","RNA 3'terminal phosphate cyclase",48.64,4.85,1.33,2.05
"ACA1_053630","ACA1_053630","protein ciao1, putative",41.01,21.7,23.04,23.68
"ACA1_053670","ACA1_053670","CYP, putative",39.91,46.12,26.43,26.92
"ACA1_053870","ACA1_053870","Peroxisomal biogenesis factor 13, putative",43.83,56.31,69.14,86.72
"ACA1_053880","ACA1_053880","cysteine desulfurase IscS, putative",94.65,64.09,62.19,73.97
"ACA1_053890","ACA1_053890","aconitate hydratase, mitochondrial, putative",48.4,34.16,26.42,28.94
"ACA1_053930","ACA1_053930","hypothetical protein",169.63,19.76,23.42,31.35
"ACA1_053950","ACA1_053950","hydrolase, NUDIX domain containing protein",44.61,15.73,13.76,15.39
"ACA1_053960","ACA1_053960","Peroxisomal biogenesis factor 11a, putative, glycosomal membrane protein",130.52,74.9,96.17,126.33
"ACA1_054070","ACA1_054070","copii-coated vesicle membrane protein P24, putative",129.49,182.21,157.82,162.37
"ACA1_054140","ACA1_054140","protozoan/cyanobacterial globin family subfamily protein",73.5,5.67,6.65,8.31
"ACA1_054150","ACA1_054150","prolyl 4hydroxylase, alpha subunit",61.79,81.26,142.76,160.24
"ACA1_054170","ACA1_054170","MIP2A, putative",44.96,65.55,52.45,44.83
"ACA1_054190","ACA1_054190","Rasrelated protein ralB-B, putative",246.98,280.26,314.42,244.45
"ACA1_054200","ACA1_054200","Sadenosyl-L-homocysteine hydrolase, putative",2052.99,1065.98,449.65,369.14
"ACA1_054220","ACA1_054220","MHCK/EF2 kinase domain containing protein",48.1,61.86,56.12,36.6
"ACA1_054230","ACA1_054230","CDPalcohol phosphatidyltransferase superfamily protein",57.07,63.37,53.41,61.75
"ACA1_054330","ACA1_054330","hbxip, putative",199.18,178.44,187.05,193.81
"ACA1_054340","ACA1_054340","Eukaryotic initiation factor 4A, putative",1771.99,169.43,140.08,100.86
"ACA1_054350","ACA1_054350","hypothetical protein",64.35,5.9,24.45,48.51
"ACA1_054360","ACA1_054360","mannose6-phosphate isomerase, class I",48.03,58.42,80.43,93.8
"ACA1_054460","ACA1_054460","cytochrome b-like heme/steroid binding domain containing protein",75.59,24.1,31.1,33.33
"ACA1_054570","ACA1_054570","protein kinase domain containing protein",66.59,112.31,101.41,87.81
"ACA1_054700","ACA1_054700","Ras subfamily protein",54.88,215.09,196.34,206.42
"ACA1_054740","ACA1_054740","hypothetical protein",56.08,38.5,51.96,61.2
"ACA1_054750","ACA1_054750","Olinked GlcNAc transferase-like protein",54.69,23.48,23.65,26.94
"ACA1_054760","ACA1_054760","Ras family protein",76.12,47.07,90.64,102.61
"ACA1_054900","ACA1_054900","hypothetical protein",143.22,16.31,24.5,32.53
"ACA1_054920","ACA1_054920","aldehyde reductase",64.79,32.03,22.75,16.4
"ACA1_054930","ACA1_054930","zinc finger, zz type domain containing protein",41.45,112.38,80.37,68.2
"ACA1_054940","ACA1_054940","histone h3, putative",703.98,250.81,271.89,332.02
"ACA1_055050","ACA1_055050","SH3 domain containing protein",158.77,232.76,230.3,172.84
"ACA1_055510","ACA1_055510","Lsorbosone dehydrogenase",43.25,29.31,32.35,25.39
"ACA1_055520","ACA1_055520","nucleoporin, putative",47.62,26.24,27.11,32.47
"ACA1_055650","ACA1_055650","lipoyl synthase",47.38,21.47,21.85,31.02
"ACA1_056090","ACA1_056090","hypothetical protein",351.15,98.64,93.4,224.45
"ACA1_057180","ACA1_057180","Nucleosome assembly protein (NAP), putative",753.69,13.48,8.97,9.93
"ACA1_057250","ACA1_057250","unspecified product",94.18,67.46,29.3,24
"ACA1_057490","ACA1_057490","zinc carboxypeptidase superfamily protein",62.65,29.34,45.6,49.23
"ACA1_057500","ACA1_057500","hypothetical protein",97.01,4.05,1,1.13
"ACA1_057530","ACA1_057530","phosphatase, putative",100.16,112.91,160.59,125.81
"ACA1_057790","ACA1_057790","proteasome subunit protein, putative",280.55,967.45,410.91,288.79
"ACA1_057800","ACA1_057800","bZIP transcription factor domain containing protein",48.78,27.5,51.67,56.63
"ACA1_057940","ACA1_057940","lysosomal alphamannosidase",61.41,102.48,89.43,64.32
"ACA1_058020","ACA1_058020","C4methyl sterol oxidase",82.54,28.07,40.71,50.34
"ACA1_058090","ACA1_058090","zinc finger domain containing protein",44.05,62.67,56.69,57.52
"ACA1_058120","ACA1_058120","hypothetical protein",41.22,24.72,18.19,10.8
"ACA1_058130","ACA1_058130","hypothetical protein",157.24,111.79,168.85,145
"ACA1_058310","ACA1_058310","hypothetical protein",139.56,606.8,1151.8,1459.57
"ACA1_058390","ACA1_058390","hypothetical protein",88.94,19.78,28.44,19.95
"ACA1_058590","ACA1_058590","copine VIII, putative",74.05,85.19,76.61,69.75
"ACA1_058700","ACA1_058700","hypothetical protein",40.6,42.58,39.83,39.21
"ACA1_058710","ACA1_058710","Sphase kinase-associated protein, putative",1552.39,2770.57,3521.22,3816.61
"ACA1_058720","ACA1_058720","hypothetical protein",82.91,95.96,127.84,109.8
"ACA1_058740","ACA1_058740","ATPcitrate synthase",313.34,41.08,5.97,4.57
"ACA1_058760","ACA1_058760","coproporphyrinogen III oxidase, aerobic, putative",89.81,108.19,153.54,148.02
"ACA1_058770","ACA1_058770","ribosomal L15, putative",3043.27,2607.14,1858.85,1731.56
"ACA1_058790","ACA1_058790","GDPassociated inhibitor, putative",488.6,1022.93,872.63,777.77
"ACA1_058800","ACA1_058800","mitochondrial 2oxodicarboxylate carrier 1, putative",177.49,203.54,179.25,162.23
"ACA1_058810","ACA1_058810","Inositol3-phosphate synthase",75.94,3.22,12.18,16.71
"ACA1_058820","ACA1_058820","cytochrome b-like heme/steroid binding domain containing protein",125.9,66.54,57.35,54.37
"ACA1_058830","ACA1_058830","hypothetical protein",85.28,53.75,41.71,35.34
"ACA1_058850","ACA1_058850","chaperone protein DnaK, putative",97.55,5.95,11.11,14.92
"ACA1_058860","ACA1_058860","ribosomal protein L15, putative",137.26,23.49,33.25,45.76
"ACA1_058890","ACA1_058890","Signal transducer and activator of transcription STAT family protein",58.5,55.82,81.92,100.05
"ACA1_059460","ACA1_059460","ribosomal protein L13e, putative",2950.13,2547.34,2193.73,2097.35
"ACA1_059490","ACA1_059490","saposin B domain containing protein",189.2,86.6,148.56,154.06
"ACA1_059530","ACA1_059530","hypothetical protein",100.53,54.68,156.01,235.1
"ACA1_059540","ACA1_059540","peptidase D, putative",191.7,413.12,699.76,863.52
"ACA1_059610","ACA1_059610","hypothetical protein",39.41,39.38,6.9,7.39
"ACA1_059740","ACA1_059740","Tcomplex protein 1, eta subunit",142.55,49.1,79.42,108.48
"ACA1_059840","ACA1_059840","phosphoenolpyruvate carboxylase",40.52,17.87,4.71,3.6
"ACA1_059850","ACA1_059850","hypothetical protein",48.64,72.3,102.49,111.36
"ACA1_060000","ACA1_060000","hypothetical protein",58.41,19.88,29.15,29.75
"ACA1_060010","ACA1_060010","MIR domain containing protein",78.08,72.15,64.1,82.45
"ACA1_060190","ACA1_060190","Transmembrane protein, putative",58.19,20.64,22.53,21.02
"ACA1_060210","ACA1_060210","ankyrin 2,3/unc44, putative",48.75,70.92,52.8,47.44
"ACA1_060250","ACA1_060250","carbonate dehydratase, putative",72.08,44.68,50.95,43.2
"ACA1_060510","ACA1_060510","Mut protein",132.02,155.61,114.4,88.31
"ACA1_060560","ACA1_060560","membrane protein",122.72,82.6,100.75,72.92
"ACA1_060570","ACA1_060570","hypothetical protein",40.64,9.63,9.18,11.55
"ACA1_060600","ACA1_060600","hypothetical protein",230.46,53.52,57.52,48.28
"ACA1_060630","ACA1_060630","4Fe4S ferredoxin iron-sulfur binding domain containing protein",157.42,115.52,82.06,87.53
"ACA1_060700","ACA1_060700","hypothetical protein",207.2,281.2,693.72,447.34
"ACA1_060880","ACA1_060880","polyubiquitin, putative",318.08,677.65,524.86,516.89
"ACA1_061010","ACA1_061010","Tim10/DDP family zinc finger superfamily protein",116.3,27.09,30.31,31.81
"ACA1_061080","ACA1_061080","small GTPbinding protein",95.01,57.15,64.93,64.28
"ACA1_061110","ACA1_061110","hypothetical protein",44.54,25.9,31.98,40.26
"ACA1_061250","ACA1_061250","parvulintype peptidyl-prolyl cis/trans isomerase",46.89,54.46,53.09,53.45
"ACA1_061310","ACA1_061310","hypothetical protein",61.09,84.37,82.83,89.54
"ACA1_061330","ACA1_061330","Alphagalactosidase",64.24,45.63,37.75,34.08
"ACA1_061470","ACA1_061470","TolA, putative",53.37,91.79,70.56,63.3
"ACA1_061520","ACA1_061520","small nuclear ribonucleoprotein e, putative",395.51,291.92,267.79,256.15
"ACA1_061530","ACA1_061530","ribosomal protein L10, putative",2785.71,2064.88,1360.29,1220.12
"ACA1_061650","ACA1_061650","homoaconitase, mitochondrial precursor, putative",43.98,10.29,14.27,16.15
"ACA1_061660","ACA1_061660","ribosomal L5P family Cterminus, putative",4900.02,2768.98,2212.44,1745.02
"ACA1_061690","ACA1_061690","3' exoribonuclease family, domain 1 domain containing protein",52.36,6.62,8.85,12.55
"ACA1_061750","ACA1_061750","ribosomal protein S26e, putative",4393.15,4380.28,3760.76,3372.17
"ACA1_061760","ACA1_061760","Serine protease precursor, putative",100.07,78.12,63.79,49.98
"ACA1_061870","ACA1_061870","shikimate kinase",44.85,47.24,47.06,59
"ACA1_061880","ACA1_061880","cytidylate kinase",227.89,346.4,484.53,606.93
"ACA1_061910","ACA1_061910","ribosomal protein S18, putative",146.68,32.74,38.22,45.87
"ACA1_061920","ACA1_061920","Rad23, putative",77.09,165.11,70.93,59.7
"ACA1_061940","ACA1_061940","isochorismatase family superfamily protein",52.48,30.24,49.19,41.24
"ACA1_061950","ACA1_061950","steroid isomerase",146.2,21.6,51.27,41.31
"ACA1_062110","ACA1_062110","endoribonuclease LPSP",52.39,47.52,73.96,78.88
"ACA1_062140","ACA1_062140","hypothetical protein",59.79,41.44,35.64,44.52
"ACA1_062150","ACA1_062150","Nacylsphingosine amidohydrolase, putative",66.75,24.69,58.89,53.91
"ACA1_062300","ACA1_062300","transmembrane protein 93, putative",85.38,34.12,37.91,41.61
"ACA1_062350","ACA1_062350","glia maturation factor family protein",135.24,208.36,222.01,159.51
"ACA1_062470","ACA1_062470","Nacyl phosphatidylethanolamine phospholipase D",40.78,21.94,24.99,26.69
"ACA1_062480","ACA1_062480","aspartate-tRNA ligase",119.93,133.46,108.11,108.69
"ACA1_062560","ACA1_062560","arginine-tRNA ligase",146.76,20.1,23.65,20.35
"ACA1_062570","ACA1_062570","zinc finger, c2h2 type domain containing protein",47.68,59.15,52.61,51.31
"ACA1_062600","ACA1_062600","Ctype lysozyme/alpha-lactalbumin superfamily protein",150.35,66.63,318.71,201.99
"ACA1_062820","ACA1_062820","hypothetical protein",47.61,41.02,16.98,19.97
"ACA1_063060","ACA1_063060","Ras family GTP-binding protein YPT1",179.07,1246.08,1080.61,1254.89
"ACA1_063120","ACA1_063120","hydroxymethylglutaryl CoA reductase",77.79,5.96,7.1,8.19
"ACA1_063150","ACA1_063150","transporter, major facilitator family protein",141.71,7.58,4.83,6.06
"ACA1_063170","ACA1_063170","hypothetical protein",55.56,88.37,78.33,77.95
"ACA1_063190","ACA1_063190","START domain containing protein",204.89,168.57,151.08,157.03
"ACA1_063280","ACA1_063280","hypothetical protein",204.28,16.32,17.76,19.93
"ACA1_063340","ACA1_063340","dynein intermediate chain, cytosolic, putative",39.72,50.98,41.96,44.85
"ACA1_063390","ACA1_063390","60S ribosomal protein, putative",3751.57,3482.39,3374.99,3746.19
"ACA1_063500","ACA1_063500","Ubox domain containing protein",45.09,88.52,62.61,55.84
"ACA1_063510","ACA1_063510","5methyltetrahydrofolate-homocysteine methyltransferase",67.06,11.32,9.07,7.6
"ACA1_063560","ACA1_063560","hypothetical protein",82.54,104.07,104.74,94.77
"ACA1_063630","ACA1_063630","singlestranded DNA binding protein, putative",142.15,42.12,78.97,100
"ACA1_063640","ACA1_063640","core histone h2a/h2b/h3/h4 superfamily protein",62.92,59.12,79.49,74.72
"ACA1_063700","ACA1_063700","Vacuolarsorting protein SNF7, putative",64.94,120.8,151.02,153.82
"ACA1_063710","ACA1_063710","cytochrome b-like heme/steroid binding domain containing protein",138.26,79.27,117.61,135.92
"ACA1_063890","ACA1_063890","sarcosine oxidase",51.26,46.94,66.34,63.07
"ACA1_063910","ACA1_063910","Tho complex subunit 7 protein",41.58,32.24,23.98,24.55
"ACA1_064180","ACA1_064180","RNA polymerase II transcriptional coactivator, putative",115.86,31.32,21.53,15.81
"ACA1_064190","ACA1_064190","hypothetical protein",284.89,145.48,54.73,41.7
"ACA1_064240","ACA1_064240","NADH dehydrogenase, putative",237.67,180,168.95,152.69
"ACA1_064270","ACA1_064270","dihydroxybiphenyl dioxygenase, putative",107.07,51.94,12.09,19.59
"ACA1_064420","ACA1_064420","Rasrelated protein Rac1, putative",74.96,133.85,116.63,100.91
"ACA1_064500","ACA1_064500","elongation factor SIII p15 subunit, putative",910.93,1217.61,1385.89,1247.22
"ACA1_064550","ACA1_064550","RNA binding protein",63.37,6.57,7.07,8.07
"ACA1_064580","ACA1_064580","3hydroxybutyrate dehydrogenase",163.32,122.2,151.85,101.18
"ACA1_064630","ACA1_064630","stress responsive A/B barrel domain protein",162.02,31.17,23.37,22.38
"ACA1_064640","ACA1_064640","farnesyltransferase/geranylgeranyltransferase, putative",46.31,62.97,49.07,42.97
"ACA1_064650","ACA1_064650","ribosomal S29 subunit",2713.84,2432.78,2248.76,2220
"ACA1_064670","ACA1_064670","NADHubiquinone oxidoreductase, putative",266.46,147.34,139.06,133.93
"ACA1_064700","ACA1_064700","Tcomplex protein 1, gamma subunit",269.37,169.8,212.93,233.43
"ACA1_064820","ACA1_064820","rho family, small GTP binding protein Rac3, putative",180.13,338.18,295.96,284.49
"ACA1_064870","ACA1_064870","ubiquitin domain containing protein",86.96,160.54,218.99,223.97
"ACA1_064880","ACA1_064880","hypothetical protein",59.42,32.59,25.04,24.14
"ACA1_064920","ACA1_064920","branchedchain amino acid aminotransferase",70.94,16.48,128.81,173.45
"ACA1_064960","ACA1_064960","MYND finger domain containing protein",43.88,19.99,21.86,23.6
"ACA1_064970","ACA1_064970","hypothetical protein",53.29,51.85,86.32,66.34
"ACA1_065120","ACA1_065120","ubiquitinconjugating enzyme, putative",76.91,120.63,99.03,95.67
"ACA1_065180","ACA1_065180","hypothetical protein",43.21,6.25,2.22,0.38
"ACA1_065210","ACA1_065210","3hydroxyisobutyryl-CoA hydrolase, putative",65.3,53.56,41.21,43.2
"ACA1_065240","ACA1_065240","glutaredoxin, putative",187.98,492.63,237.29,213.84
"ACA1_065720","ACA1_065720","ribosomal protein S8, putative",2018.36,1619.4,1390.46,1408.94
"ACA1_065780","ACA1_065780","SRFtype transcription factor (DNA-binding and dimerization domain) domain containing protein",163.4,225.69,167.24,150.49
"ACA1_065840","ACA1_065840","peroxisomal D3,D2enoyl-CoA isomerase isoform 1 variant, putative",58.63,37.14,33.75,35.02
"ACA1_065900","ACA1_065900","Lgalactose-1-phosphate phosphatase",83.19,28.34,22.5,28.48
"ACA1_065960","ACA1_065960","hypothetical protein",44.87,7.53,9.05,6.95
"ACA1_066000","ACA1_066000","ARP2/3 complex 34 kDa subunit, putative",943.21,1826.95,1668.98,1267.2
"ACA1_066010","ACA1_066010","nuclear transport factor 2, putative",500.04,248.18,421.49,521.54
"ACA1_066060","ACA1_066060","acetylCoA acyltransferase, putative",87.45,74.78,52.08,66.33
"ACA1_066120","ACA1_066120","proline-tRNA ligase",146.89,48.91,46.33,42.13
"ACA1_066130","ACA1_066130","profilin II, putative",1751.83,2315.12,2535.1,2196.59
"ACA1_066140","ACA1_066140","clathrin coat assembly protein, putative",92.27,60.12,75.85,64.18
"ACA1_066760","ACA1_066760","Actin1",103.09,167.11,91.89,35.63
"ACA1_066780","ACA1_066780","transcription initiation factor tfiid subunit 13, putative",77.25,87.43,93.14,108.9
"ACA1_066850","ACA1_066850","hypothetical protein",48.16,4.33,8.04,13.72
"ACA1_066870","ACA1_066870","glucose6-phosphate isomerase",80.83,125.59,97.67,98.32
"ACA1_067380","ACA1_067380","hypothetical protein",61.32,57.42,96.53,84.54
"ACA1_067390","ACA1_067390","SNF2 domain containing protein",47.3,46.82,38.87,35.95
"ACA1_067400","ACA1_067400","NAD dependent epimerase/dehydratase superfamily protein",75.59,57.01,52.35,45.11
"ACA1_067430","ACA1_067430","bifunctional protein FolC subfamily protein",95.95,65.51,40.05,44.67
"ACA1_067450","ACA1_067450","hypothetical protein",302.19,373.95,395.33,345.73
"ACA1_067470","ACA1_067470","hypothetical protein",83.61,46.13,81.33,94.67
"ACA1_067770","ACA1_067770","CBS domain containing protein",63.75,98.59,73.94,69.23
"ACA1_067860","ACA1_067860","actin-1, putative",2317.87,5190.24,3752.71,1905.1
"ACA1_067910","ACA1_067910","ribosomal protein S19, putative",3190.44,3040.74,2786.51,2819.25
"ACA1_067920","ACA1_067920","hypothetical protein",64.07,7.84,11.56,17.68
"ACA1_067960","ACA1_067960","carrier superfamily protein",69.63,41.13,29.51,33.76
"ACA1_068080","ACA1_068080","acyltransferase domain containing protein",46.89,70.59,70.02,77.61
"ACA1_068110","ACA1_068110","peptidylprolyl cis-trans isomerase, FKBP-type domain containing protein",289.32,271.8,292.97,211.02
"ACA1_068120","ACA1_068120","Endonuclease/Exonuclease/phosphatase family protein",39.53,64.14,57.93,59.3
"ACA1_068190","ACA1_068190","Dual specificity protein kinase",75,148.44,112.12,89.16
"ACA1_068230","ACA1_068230","sphingosine kinase, putative",48.4,79.37,41.17,21.4
"ACA1_068340","ACA1_068340","3hydroxyisobutyrate dehydrogenase",67.06,42.38,77.29,102.76
"ACA1_068350","ACA1_068350","hypothetical protein",121.15,21.56,98.88,98.36
"ACA1_068360","ACA1_068360","Dual specificity protein kinase",146.26,104.93,114.17,98.43
"ACA1_068400","ACA1_068400","hypothetical protein",123.54,47.35,70.54,82.58
"ACA1_068540","ACA1_068540","Prokumamolisin, activation domain containing protein",220.41,52.38,55.93,92.87
"ACA1_068550","ACA1_068550","acetyltransferase, GNAT superfamily protein",41.43,10.01,1.66,2.04
"ACA1_068650","ACA1_068650","Citrate transporter",44.04,227.22,244.6,123.86
"ACA1_068670","ACA1_068670","dihydrolipoyl dehydrogenase",370.13,135.79,109.72,117.48
"ACA1_068680","ACA1_068680","ribosomal L37ae protein family",3038.87,2610.82,2769.79,2770.7
"ACA1_068690","ACA1_068690","RNA polymerase II transcription factor B subunit 5, putative",52.67,130.39,209.9,248.18
"ACA1_068700","ACA1_068700","Ser/Thr phosphatase family superfamily protein",124.9,94.94,114.39,90.18
"ACA1_068750","ACA1_068750","ribosomal protein L35, putative",2068.68,1384.58,1060.94,942.85
"ACA1_068810","ACA1_068810","bZIP transcription factor domain containing protein",60.69,72.66,85.21,119.42
"ACA1_068890","ACA1_068890","hypothetical protein",287.26,222.12,220.71,143.14
"ACA1_068950","ACA1_068950","hypothetical protein",135.47,63.18,46.51,57.12
"ACA1_069030","ACA1_069030","hypothetical protein",41.91,67.39,44.4,72.24
"ACA1_069040","ACA1_069040","hypothetical protein",146.82,37.28,40.41,43.66
"ACA1_069110","ACA1_069110","Ras small GTPbinding protein",199.79,297.33,366.19,363.82
"ACA1_069190","ACA1_069190","ribokinase, putative",45.56,51.8,40.69,40.69
"ACA1_069280","ACA1_069280","leucine zipper protein",93.74,50.44,63.11,56.81
"ACA1_069290","ACA1_069290","dual specificity phosphatase, catalytic domain containing protein",42.11,1.07,0.95,2.5
"ACA1_069310","ACA1_069310","CTP synthase",164.09,49.41,7.88,9
"ACA1_069320","ACA1_069320","eukaryotic initiation factor, putative",107.09,70.65,75.1,72.55
"ACA1_069330","ACA1_069330","ribosomal protein s24e, putative",3845.67,3273.75,2797.55,2604.4
"ACA1_069360","ACA1_069360","hypothetical protein",2392.15,2042.99,1852.48,1746.08
